Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.12723
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.2661
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.33312
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.60811
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.62841
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.8214
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.62897
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.53679
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.59739
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.64879
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.63507
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.6193
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.71807
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.43417
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.44121
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.42751
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.38372
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.37527
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.44179
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.44256
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.44087
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.34921
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.22398
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.20158
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.17721
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.16076
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.16034
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.29663
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.21866
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.08075
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.13606
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.14715
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,,2015,2015,0.16063
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.43417
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.44121
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.42751
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.38372
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.37527
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.44179
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.44256
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.44087
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.34921
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.22398
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.20158
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.17721
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.16076
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.16034
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.29663
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.21866
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.08075
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.13606
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.14715
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,,2015,2015,0.16063
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,61800369.47468
2001,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,63367038.98425
2002,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,61630834.53734
2003,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,55820714.4678
2004,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,61507236.96728
2005,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,54542265.27041
2006,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,55566548.44121
2007,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,48365938.89525
2008,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,41517789.29634
2009,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,46533882.02333
2010,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,56330354.59768
2011,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,66105145.42696
2012,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,74011425.02381
2013,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,71870779.25258
2014,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,71756527.69297
2015,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,72721544.22532
2016,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,74319228.24358
2017,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,76800324.14233
2018,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,83142077.23067
2019,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,84275570.0371
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7402158.0982
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7814614.015
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,6299753.611
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,2813456.21125
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,2020500.0608
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,3226366.88015
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,1877242.39135
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,136868.708
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,1236192.12485
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,3286412.7811
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,4609662.78405
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,6219433.19205
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,9685364.82781
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7275652.17867
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,8071245.31502
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,10140381.07366
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,11898857.16252
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,11906090.60209
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,12142196.22775
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,12952126.86253
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,781948.80513
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,589037.28139
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,7155260.94636
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2803610.85359
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,258206.106
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,676136.74482
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1101738.50381
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,849569.1879
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,729052.858
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,638399.76737
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,3964827.02033
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,3898896.96223
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,5744628.60472
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,4774585.76232
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2457326.68225
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1785417.36032
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1150818.61606
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1468596.7799
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1530284.95287
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1616823.93213
2000,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,36431586.743
2001,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,37716289.226
2002,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,30797402.788
2003,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,33634399.814
2004,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,39506753.165
2005,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,32486609.914
2006,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,37020181.206
2007,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,33614437.185
2008,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,28485184.701
2009,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,30311167.625
2010,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,33858125.392
2011,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,34060646.846
2012,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,36198907.239
2013,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,35528549.201
2014,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,32333951.622
2015,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31378197.83
2016,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31413009.62367
2017,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31700131.69335
2018,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31841214.97502
2019,"Domestic material consumption [8.4.2,12.2.2]",Biomass (material flows),Metric Tons,,,,,31051340.25944
2000,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6764472.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7522858.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,6020340.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Crops (material flows),Metric Tons,,,,,7291942.0
